Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
25120,0.55,Ideal,G,VVS1,60.0,56.0,5.35,5.39,3.21,2077
20928,1.08,Ideal,E,VVS2,61.8,56.0,6.55,6.59,4.06,10313
14921,1.0,Premium,E,VVS2,61.6,59.0,6.46,6.42,3.97,9050
10330,1.23,Ideal,H,I1,61.6,55.0,6.92,6.87,4.25,3168
3249,2.32,Ideal,G,SI2,61.0,58.0,8.5,8.54,5.2,18532
17675,1.01,Premium,G,SI1,62.1,56.0,6.42,6.36,3.97,4805
17885,0.44,Ideal,H,VVS1,61.1,57.0,4.87,4.92,2.99,1124
11885,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,945
15170,1.52,Ideal,I,VS1,60.7,60.0,7.4,7.42,4.5,10392
13256,2.19,Premium,I,SI2,62.5,58.0,8.31,8.26,5.18,15169
952,2.61,Ideal,I,SI2,62.1,56.0,8.85,8.73,5.46,18756
19093,0.42,Very Good,E,SI1,63.4,56.0,4.82,4.74,3.03,992
18555,0.57,Very Good,F,VVS2,60.7,58.0,5.32,5.35,3.24,2351
11399,0.7,Ideal,I,VVS1,61.8,56.0,5.72,5.74,3.54,2492
5829,0.33,Premium,F,SI1,59.9,61.0,4.47,4.44,2.67,705
25760,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,863
17510,0.71,Good,D,VS1,59.2,56.0,5.84,5.85,3.46,3524
4157,0.32,Premium,G,SI1,62.6,58.0,4.35,4.31,2.71,612
13402,1.05,Ideal,D,VS1,60.5,57.0,6.61,6.58,3.99,8820
9354,1.2,Premium,E,SI1,,57.0,6.98,6.84,4.17,7362
8294,0.74,Ideal,F,VVS2,61.5,55.0,5.85,5.82,3.59,3879
4770,0.81,Fair,F,SI2,68.8,79.0,5.26,5.2,3.58,2301
22997,0.74,Premium,D,VS2,59.3,60.0,5.89,5.91,3.5,3353
10660,2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39,16709
17445,0.4,Premium,E,SI1,60.9,60.0,4.75,4.77,2.9,737
5312,0.52,Ideal,D,SI1,63.0,57.0,5.14,5.12,3.23,1605
13969,1.04,Premium,I,VS1,61.6,56.0,6.59,6.52,4.04,4892
21779,0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62,1826
22021,1.01,Ideal,E,SI2,62.1,56.0,6.39,6.43,3.98,4355
23550,0.73,Ideal,E,VS2,61.7,57.0,5.75,5.78,3.55,3470
22106,0.54,Ideal,G,SI2,61.8,55.0,5.23,5.26,3.24,1028
7404,0.3,Very Good,D,VS1,61.2,55.0,4.32,4.34,2.65,610
13292,1.3,Premium,J,SI2,61.1,61.0,7.0,6.95,4.26,5140
18729,0.33,Premium,I,VVS2,61.0,59.0,4.44,4.41,2.7,743
25779,0.3,Ideal,I,VVS2,62.2,56.0,4.25,4.3,2.66,495
6835,0.32,Ideal,G,VVS1,61.4,57.0,4.42,4.44,2.72,814
26791,0.51,Good,F,SI1,64.0,57.0,5.06,5.01,3.22,1274
16361,0.33,Ideal,G,SI1,61.6,56.0,4.43,4.46,2.74,498
15414,2.01,Premium,I,VS2,61.7,60.0,8.09,8.02,4.97,16700
20044,0.3,Ideal,G,VVS1,61.7,57.0,4.31,4.34,2.67,684
13296,1.01,Good,F,VS2,63.1,60.0,6.29,6.39,4.0,6159
23065,0.23,Very Good,E,VVS2,61.4,60.0,3.93,3.98,2.43,505
258,1.53,Premium,G,VS1,61.0,60.0,7.43,7.4,4.52,14344
18266,1.0,Good,H,VS2,63.6,61.0,6.25,6.21,3.96,4722
5669,0.7,Ideal,I,VS2,61.4,56.0,5.72,5.75,3.52,2270
19107,0.97,Very Good,I,VS2,62.2,55.9,6.34,6.29,3.94,4018
3171,1.21,Very Good,I,SI1,62.1,56.0,6.76,6.92,4.25,5324
2945,0.3,Premium,H,SI1,62.5,57.0,4.29,4.25,2.67,554
755,0.31,Premium,F,VS2,61.6,58.0,4.35,4.38,2.69,625
21851,0.41,Very Good,F,VS2,62.8,57.0,4.73,4.76,2.98,863
25101,0.31,Ideal,E,IF,61.3,58.0,4.37,4.4,2.69,1002
7586,0.32,Premium,D,VS2,62.9,59.0,4.39,4.36,2.75,842
15118,1.51,Ideal,E,VS2,61.7,55.0,7.37,7.34,4.54,14482
22409,0.73,Premium,H,VS2,61.0,58.0,5.84,5.76,3.54,2519
929,0.34,Ideal,E,VS2,62.0,56.0,4.46,4.48,2.77,646
11940,0.31,Ideal,G,VVS2,61.7,57.0,4.36,4.39,2.7,671
23128,0.9,Very Good,H,SI2,59.6,59.0,6.38,6.24,3.76,3250
4821,1.11,Ideal,E,SI1,62.1,55.0,6.66,6.68,4.14,7218
21806,0.87,Ideal,H,SI2,62.7,56.0,6.16,6.13,3.85,2816
3930,1.54,Very Good,D,VS1,59.1,59.0,7.51,7.55,4.45,16750
22275,0.53,Good,G,SI1,63.8,56.0,5.18,5.14,3.29,1363
5339,0.3,Premium,E,VS1,60.2,57.0,4.37,4.3,2.61,814
22707,1.06,Very Good,D,VS2,59.6,60.0,6.68,6.71,3.99,7149
13639,0.91,Good,G,SI1,63.5,61.0,6.05,6.1,3.86,3776
7982,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48,2679
16396,0.59,Ideal,F,SI1,62.0,57.0,5.41,5.34,3.33,1561
21465,0.35,Premium,H,VVS2,61.9,58.0,4.5,4.54,2.8,706
5354,0.9,Very Good,G,SI2,60.9,56.0,6.18,6.24,3.78,3581
5435,0.55,Ideal,I,VS1,62.5,57.0,5.19,5.25,3.26,1297
4947,1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69,9376
17614,0.41,Premium,F,SI2,59.0,58.0,4.87,4.89,2.88,604
20320,0.55,Good,E,SI1,63.3,54.0,5.21,5.24,3.31,1138
3125,0.54,Premium,G,VS2,61.0,60.0,5.24,5.18,3.18,1637
7944,0.35,Very Good,F,IF,62.0,54.0,4.55,4.58,2.83,1027
20559,0.9,Very Good,H,VS1,62.9,58.0,6.06,6.12,3.83,4309
25547,0.66,Ideal,E,SI2,62.4,56.0,5.61,5.55,3.48,1584
4447,2.01,Premium,I,VS2,62.1,59.0,8.06,7.98,4.98,15520
19215,0.9,Premium,G,SI1,62.2,60.0,6.1,6.16,3.81,3734
12769,1.5,Ideal,I,VS1,62.2,54.0,7.33,7.4,4.57,10406
8277,0.53,Ideal,E,VVS1,62.1,55.0,5.18,5.23,3.23,2604
4704,0.47,Ideal,F,VVS1,61.6,56.0,5.0,5.02,3.09,2113
3015,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,4729
10877,0.52,Good,E,SI2,60.5,62.0,5.15,5.2,3.13,1199
13647,0.3,Ideal,H,VVS2,60.8,58.0,4.33,4.38,2.65,590
14535,0.53,Ideal,G,VS1,61.9,56.0,5.17,5.2,3.21,1721
20402,0.3,Good,G,VS1,,58.0,4.23,4.25,2.69,605
16053,0.51,Very Good,D,VS1,61.0,57.0,5.15,5.18,3.15,1756
1037,2.01,Good,D,SI2,59.9,65.0,8.0,8.07,4.81,16624
3809,0.29,Very Good,D,SI2,59.7,56.0,4.37,4.4,2.62,705
4190,0.42,Premium,D,VS1,60.8,59.0,4.85,4.79,2.93,1235
24548,0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1289
22182,0.74,Very Good,G,SI2,60.3,57.0,5.85,5.87,3.54,2505
24263,0.3,Premium,E,SI1,61.3,60.0,4.28,4.24,2.61,675
23296,0.99,Fair,H,VS2,71.6,57.0,5.94,5.8,4.2,3593
1972,0.41,Ideal,I,VS1,61.9,55.0,4.78,4.82,2.97,685
24219,0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,378
1625,0.7,Ideal,I,VVS2,61.6,56.5,5.65,5.72,3.51,2487
14165,0.4,Very Good,E,VS2,62.0,60.0,4.67,4.69,2.9,879
6252,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,468
26045,0.31,Very Good,F,IF,61.2,55.0,4.37,4.39,2.68,914
3228,0.5,Premium,D,SI2,62.2,58.0,5.14,5.08,3.18,1279
4490,1.22,Ideal,H,VVS2,61.8,57.0,6.85,6.89,4.25,8014
25450,0.91,Premium,H,SI1,60.9,58.0,6.26,6.22,3.8,3414
11112,1.2,Very Good,I,VS2,62.1,60.0,6.78,6.72,4.19,5986
9093,0.78,Premium,G,VS2,60.8,58.0,6.03,5.95,3.64,2803
11119,0.3,Very Good,H,VVS1,63.4,55.0,4.3,4.28,2.72,878
3309,1.03,Premium,G,VVS2,60.4,59.0,6.58,6.56,3.97,7729
13652,0.6,Ideal,E,VS2,62.0,56.0,5.4,5.43,3.36,2112
9463,0.33,Very Good,F,VS2,61.2,58.0,4.45,4.5,2.74,666
14191,2.0,Good,E,SI2,60.1,54.0,8.01,8.15,4.86,15962
22600,1.03,Premium,G,SI2,59.9,60.0,6.56,6.5,3.91,4413
18712,1.14,Premium,F,SI1,59.6,58.0,6.8,6.78,4.05,6033
21153,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,1041
18164,0.31,Good,I,VS1,,56.0,4.27,4.32,2.74,489
26035,1.02,Ideal,E,VS1,60.1,57.0,6.59,6.52,3.94,8244
11446,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1221
9718,0.53,Ideal,D,VS2,61.2,55.0,5.25,5.21,3.2,1956
26399,1.32,Premium,I,SI2,60.8,58.0,7.03,7.11,4.3,4704
1329,0.3,Ideal,E,IF,61.2,58.0,4.31,4.38,2.66,957
2205,0.38,Very Good,E,VS1,61.5,58.0,4.64,4.69,2.87,1000
15626,1.59,Ideal,I,VS2,61.1,55.0,7.54,7.48,4.59,9972
1833,0.72,Very Good,E,VS2,61.9,56.0,5.75,5.79,3.57,2585
3088,0.57,Premium,H,SI1,59.3,58.0,5.46,5.4,3.22,1309
7371,0.5,Very Good,I,VVS1,62.8,61.0,4.98,5.05,3.15,1448
19973,0.8,Ideal,H,VS1,62.2,56.0,5.92,5.95,3.69,3581
12360,1.58,Ideal,I,SI1,62.3,55.0,7.42,7.49,4.64,9457
2404,0.7,Premium,F,VS2,60.5,58.0,5.78,5.76,3.49,2648
8613,1.59,Premium,I,VS2,62.9,56.0,7.48,7.43,4.69,10471
1383,1.29,Ideal,J,SI1,61.6,57.0,7.0,7.06,4.33,5237
13748,1.51,Premium,H,VS1,59.6,60.0,7.5,7.41,4.44,10655
8419,0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97,841
9593,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.67,3.58,2946
21644,1.5,Very Good,E,SI1,62.0,57.0,7.25,7.33,4.52,11690
21003,0.42,Ideal,G,VS1,61.8,57.0,4.79,4.82,2.97,921
7129,0.57,Premium,F,VS2,60.3,58.0,5.4,5.44,3.27,1754
19151,0.5,Premium,F,SI2,59.9,60.0,5.22,5.16,3.11,1125
23582,1.5,Very Good,H,VS2,63.2,58.0,7.26,7.21,4.57,7484
1460,0.51,Good,F,SI1,64.2,59.0,5.04,5.02,3.23,1406
5062,0.32,Premium,G,VS2,60.2,57.0,4.45,4.42,2.67,720
7407,0.51,Good,E,SI1,64.3,55.0,5.12,5.05,3.27,1624
25499,0.2,Premium,E,VS2,59.0,60.0,3.81,3.78,2.24,367
11512,0.3,Ideal,E,VS2,62.0,55.0,4.3,4.25,2.65,844
15506,2.5,Ideal,I,VS2,61.9,57.0,8.7,8.68,5.38,16955
2467,2.35,Premium,I,SI1,61.8,58.0,8.58,8.44,5.26,14185
9732,0.5,Very Good,D,VS1,62.3,60.0,5.07,5.1,3.17,1804
14538,0.54,Ideal,H,VS2,62.0,54.0,5.22,5.27,3.25,1378
8397,1.7,Ideal,H,VS1,61.5,55.0,7.69,7.73,4.74,16240
1117,0.54,Ideal,F,VVS2,61.9,56.0,5.2,5.23,3.23,2168
11930,0.31,Premium,G,SI1,61.8,58.0,4.35,4.32,2.68,553
17524,0.33,Ideal,E,VS2,60.6,55.0,4.48,4.5,2.72,723
18242,2.22,Very Good,J,SI2,61.2,63.0,8.33,8.23,5.07,10662
24213,0.41,Ideal,E,VVS2,62.3,56.0,4.78,4.75,2.97,1243
3207,0.36,Ideal,D,SI1,62.7,57.0,4.59,4.54,2.86,851
11176,0.29,Very Good,E,VVS1,59.5,61.0,4.29,4.31,2.56,609
7657,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1295
4737,0.52,Premium,G,SI2,61.5,59.0,5.19,5.15,3.18,1196
18180,1.2,Very Good,I,VVS2,59.9,55.0,6.88,6.94,4.14,6558
26587,0.39,Ideal,F,VVS1,62.1,55.0,4.69,4.71,2.92,1124
76,1.22,Ideal,G,VS2,62.0,57.0,6.88,6.83,4.25,8062
3273,0.34,Ideal,E,VS1,60.8,57.0,4.53,4.49,2.74,1033
7697,0.92,Very Good,E,SI1,62.1,58.0,6.15,6.22,3.84,4562
15182,0.73,Ideal,G,VVS2,61.3,57.0,5.84,5.81,3.57,2869
5176,0.9,Premium,F,I1,61.9,59.0,6.18,6.16,3.82,2316
25683,0.73,Very Good,H,SI1,59.5,58.0,5.85,5.91,3.5,2393
20501,1.05,Ideal,D,SI1,60.0,55.0,6.66,6.61,3.98,5104
395,1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411
7027,0.31,Ideal,H,VS1,62.6,55.0,4.38,4.34,2.73,698
2600,1.27,Ideal,I,SI1,62.4,56.0,6.95,6.9,4.32,5690
10139,0.4,Premium,F,VS1,61.9,59.0,4.67,4.7,2.9,982
6230,1.53,Very Good,H,IF,63.1,57.0,7.34,7.25,4.6,13369
17813,0.51,Ideal,E,SI2,62.7,53.0,5.12,5.09,3.2,1265
11864,0.3,Very Good,I,SI2,63.3,56.0,4.3,4.26,2.71,450
26466,1.02,Very Good,H,SI1,62.8,58.0,6.37,6.43,4.02,4932
6690,1.5,Very Good,F,SI1,63.0,56.0,7.28,7.32,4.6,10479
1184,0.9,Good,F,SI2,61.9,62.0,6.07,6.12,3.77,3267
10557,0.41,Ideal,G,VS2,62.2,57.0,4.71,4.74,2.94,827
23011,1.11,Ideal,F,VS2,61.9,55.0,6.62,6.66,4.11,7823
42,1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61,9290
23752,1.01,Very Good,E,SI2,63.3,58.0,6.4,6.31,4.02,3674
5425,2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,15766
1755,0.55,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,1667
24342,0.55,Premium,F,VS2,62.2,58.0,5.22,5.26,3.26,1580
15471,0.3,Ideal,E,VS2,61.5,55.0,4.31,4.28,2.64,844
24009,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,12883
15645,0.71,Very Good,D,SI1,61.5,58.0,5.73,5.79,3.54,2843
5819,0.3,Premium,G,VVS1,60.7,58.0,4.36,4.34,2.64,1013
23057,0.32,Very Good,G,VVS2,61.3,57.0,4.39,4.43,2.7,672
15606,1.11,Ideal,G,SI2,60.5,56.0,6.71,6.67,4.05,4755
12119,0.3,Ideal,F,VVS1,62.0,54.2,4.31,4.33,2.68,854
4179,0.29,Ideal,E,IF,61.9,57.0,4.25,4.29,2.64,815
15109,0.58,Ideal,E,VS2,61.7,57.0,5.35,5.42,3.32,1683
15628,0.42,Premium,F,SI1,61.5,58.0,4.8,4.83,2.96,773
5420,1.19,Premium,I,SI2,60.1,59.0,6.9,6.82,4.12,4498
22422,0.25,Premium,H,VVS1,59.8,59.0,4.07,4.09,2.44,450
12581,2.1,Ideal,F,SI2,61.0,60.0,8.22,8.2,5.01,18124
7822,1.02,Ideal,G,SI1,61.5,57.0,6.54,6.44,3.99,5398
6356,1.29,Very Good,J,SI1,61.2,58.0,6.97,7.02,4.28,5209
2603,0.31,Very Good,G,VS2,61.0,56.0,4.35,4.37,2.66,544
6814,0.38,Ideal,E,SI1,61.4,57.0,4.67,4.64,2.86,838
21586,0.31,Ideal,E,VS2,61.8,54.0,4.34,4.37,2.69,680
3578,0.58,Ideal,F,SI1,60.9,55.0,5.39,5.41,3.29,1569
10178,0.7,Ideal,H,SI2,61.6,56.0,5.69,5.71,3.51,2202
19616,1.18,Ideal,G,VVS1,61.1,57.0,6.78,6.84,4.16,9095
11700,0.4,Ideal,D,VS1,62.3,56.0,4.74,4.77,2.96,1059
19034,0.52,Very Good,G,SI1,59.6,62.0,5.18,5.23,3.1,1244
12701,0.32,Ideal,G,VVS1,62.2,55.0,4.38,4.4,2.73,842
19212,0.34,Premium,G,SI2,62.8,58.0,4.46,4.43,2.79,574
18850,0.36,Ideal,E,VS2,61.2,56.0,4.59,4.63,2.82,789
2115,0.52,Ideal,E,VS2,61.3,55.0,5.18,5.2,3.18,1712
13564,0.51,Ideal,H,IF,60.3,58.0,5.15,5.17,3.11,1899
6968,0.51,Premium,F,VS2,62.7,59.0,5.04,5.07,3.17,1402
24113,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,1072
24880,0.3,Ideal,D,VS2,62.3,56.0,4.32,4.29,2.68,911
587,0.35,Very Good,G,VS2,60.2,60.0,4.54,4.6,2.75,658
24417,0.34,Good,H,VS2,63.7,57.0,4.44,4.42,2.82,689
20653,0.61,Very Good,I,VVS2,62.0,54.4,5.47,5.51,3.4,1773
5227,0.9,Ideal,H,SI2,62.1,55.0,6.17,6.2,3.84,4001
12806,0.7,Ideal,H,VS1,61.8,56.0,5.69,5.72,3.53,2691
17437,0.72,Ideal,G,SI2,60.8,57.0,5.79,5.82,3.52,2449
18009,1.38,Ideal,H,VS1,63.6,56.0,7.05,7.0,4.47,8037
6184,0.31,Very Good,H,VS1,63.1,57.0,4.34,4.31,2.73,698
8896,0.31,Ideal,F,VVS1,62.0,54.0,4.34,4.37,2.7,840
21651,1.19,Premium,I,VS2,59.3,59.0,6.98,6.88,4.11,4591
8745,0.97,Premium,F,SI1,62.7,59.0,6.31,6.28,3.95,4481
6804,0.5,Premium,D,SI1,62.4,60.0,5.07,5.09,3.17,1436
3424,0.35,Premium,F,VS2,61.4,59.0,4.53,4.56,2.79,706
9447,0.9,Premium,E,SI2,61.7,58.0,6.18,6.11,3.79,3830
25591,1.01,Ideal,F,VS2,60.3,56.0,6.5,6.56,3.94,6672
13272,0.32,Ideal,E,VS2,61.9,55.0,4.43,4.42,2.74,900
15315,1.5,Premium,I,VS2,62.3,59.0,7.24,7.3,4.53,8431
9208,0.94,Very Good,D,SI2,,59.0,6.34,6.41,3.76,3862
15621,0.33,Ideal,E,IF,61.9,57.0,4.41,4.45,2.74,1129
4120,0.57,Fair,F,SI1,65.8,58.0,5.2,5.1,3.39,1133
17366,1.16,Premium,D,SI2,62.5,60.0,6.7,6.64,4.17,5136
4219,0.46,Very Good,F,SI2,62.6,58.0,4.88,4.96,3.08,815
1696,1.26,Ideal,H,VS1,60.9,57.0,6.97,6.99,4.25,8238
4031,1.5,Ideal,J,VS2,60.0,57.0,7.45,7.36,4.44,7503
21512,0.7,Very Good,I,VS2,62.3,58.0,5.58,5.65,3.5,2273
26185,2.01,Premium,I,SI2,58.2,61.0,8.24,8.2,4.78,13052
5445,1.51,Very Good,H,VVS1,61.5,58.0,7.3,7.39,4.52,12981
5900,0.9,Very Good,G,SI1,63.0,57.0,6.13,6.19,3.88,3681
17698,0.35,Premium,E,SI1,61.1,59.0,4.5,4.56,2.77,614
2874,1.0,Fair,H,VS2,64.8,55.0,6.35,6.28,4.09,3819
24614,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2307
18571,1.01,Ideal,D,SI1,61.2,57.0,6.47,6.44,3.95,5543
26831,0.36,Ideal,E,VS1,61.6,57.0,4.58,4.54,2.81,1094
26444,0.38,Ideal,D,VS1,62.0,55.0,4.68,4.64,2.89,1140
22130,0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,429
22936,0.42,Premium,G,VS2,60.6,59.0,4.85,4.78,2.92,1087
21289,1.5,Premium,E,VS1,60.1,60.0,7.42,7.48,4.48,13513
20405,0.41,Ideal,G,SI2,60.9,56.0,4.84,4.81,2.94,810
5856,0.3,Ideal,E,IF,62.0,54.0,4.31,4.34,2.68,943
19632,0.75,Premium,H,VS1,61.9,61.0,5.85,5.82,3.61,2961
19229,0.23,Very Good,E,VVS2,61.6,61.0,3.92,3.97,2.43,505
14516,0.71,Ideal,G,VS2,62.4,54.0,5.72,5.76,3.58,2762
22291,0.31,Very Good,D,SI1,63.4,58.0,4.35,4.32,2.75,732
16332,1.05,Premium,E,SI1,61.2,58.0,6.57,6.53,4.01,5433
16969,0.32,Premium,I,VS1,,60.0,4.46,4.44,2.66,648
16261,0.9,Very Good,H,VS2,62.7,59.0,6.1,6.15,3.84,4155
11785,0.3,Ideal,E,VVS1,61.8,56.0,4.3,4.31,2.66,895
11364,2.09,Good,I,SI1,57.9,63.0,8.37,8.46,4.87,16294
24649,1.0,Fair,E,SI2,55.4,62.0,6.63,6.59,3.66,3011
5949,0.46,Premium,E,VS1,61.7,59.0,4.93,4.96,3.05,1372
6235,0.43,Good,E,SI1,63.1,56.0,4.8,4.83,3.04,739
10420,0.49,Very Good,E,SI1,63.6,57.9,4.96,4.99,3.16,1400
2317,0.72,Ideal,G,SI1,61.9,54.0,5.78,5.81,3.59,2548
19961,0.9,Very Good,G,SI2,60.3,63.0,6.33,6.25,3.79,3478
8436,0.31,Ideal,G,SI1,61.8,55.0,4.38,4.42,2.72,493
26958,2.09,Premium,H,SI2,60.6,59.0,8.27,8.22,5.0,17805
26007,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,6513
7352,1.0,Ideal,G,VS2,62.1,57.0,6.42,6.37,3.97,6612
26618,0.6,Very Good,E,VS1,60.9,58.0,5.43,5.48,3.32,2112
26086,0.41,Good,F,VVS2,63.6,56.0,4.68,4.72,2.99,996
24362,0.35,Ideal,E,VVS1,60.7,57.0,4.53,4.57,2.76,1044
15748,1.13,Premium,G,VS2,61.9,58.0,6.7,6.67,4.14,7151
25003,0.35,Very Good,D,SI1,63.3,57.0,4.53,4.51,2.86,827
25094,0.32,Ideal,D,VS1,61.8,56.0,4.39,4.41,2.72,736
19951,1.01,Ideal,I,I1,61.6,56.0,6.45,6.43,3.97,2416
15219,0.38,Good,E,SI1,62.8,61.0,4.6,4.67,2.91,641
9680,0.33,Premium,E,SI1,59.6,60.0,4.51,4.48,2.68,545
26610,1.51,Premium,G,VS2,61.3,58.0,7.39,7.33,4.51,16091
5025,0.41,Very Good,D,SI1,63.1,59.0,4.71,4.7,2.97,1015
6925,0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,3556
710,1.71,Very Good,F,VS1,61.9,61.0,7.61,7.67,4.73,17685
8083,1.15,Premium,J,SI1,62.3,55.0,6.76,6.66,4.18,4347
22851,0.36,Ideal,F,SI1,60.1,56.0,4.62,4.67,2.79,600
7171,0.71,Very Good,F,SI2,61.4,56.0,5.71,5.73,3.51,3075
9841,0.71,Ideal,I,VS1,62.1,56.0,5.72,5.68,3.54,2327
9606,1.61,Premium,D,SI1,61.4,60.0,7.56,7.51,4.63,13582
14773,0.36,Premium,E,VS2,59.3,59.0,4.68,4.6,2.75,1013
22076,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3288
6739,1.28,Ideal,G,I1,61.6,57.0,6.96,6.93,4.28,4509
24173,0.3,Ideal,F,VS1,61.8,55.0,4.31,4.33,2.67,612
12048,1.11,Ideal,H,SI1,62.3,55.0,6.7,6.65,4.16,5456
15215,1.26,Fair,H,SI2,64.9,60.0,6.7,6.62,4.32,3881
14346,0.7,Very Good,G,VS1,63.2,58.0,5.61,5.65,3.56,2473
3897,1.23,Premium,F,VS2,59.6,58.0,7.02,6.94,4.16,9016
7715,1.09,Ideal,F,SI1,62.0,56.0,6.59,6.61,4.09,5816
18117,0.29,Very Good,F,VVS2,62.7,58.0,4.22,4.26,2.66,664
5841,2.0,Very Good,J,SI2,60.9,54.0,8.12,8.17,4.96,10907
23625,0.3,Ideal,F,IF,61.8,58.0,4.27,4.3,2.65,886
22965,0.54,Ideal,H,SI1,61.0,56.0,5.24,5.28,3.21,1154
6447,1.5,Premium,G,VS1,61.2,59.0,7.32,7.36,4.49,14105
2504,0.91,Very Good,E,VS2,58.4,63.0,6.31,6.32,3.69,4823
26109,0.98,Very Good,H,SI2,62.1,59.0,6.33,6.39,3.95,3731
4299,0.54,Very Good,H,VVS1,62.0,57.0,5.2,5.25,3.24,1846
6826,0.31,Ideal,E,VVS2,61.9,54.0,4.38,4.41,2.72,767
16950,0.7,Ideal,E,SI1,61.1,56.0,5.75,5.78,3.52,3330
10735,1.25,Ideal,G,VS2,62.4,55.0,6.93,6.86,4.3,9030
26108,0.31,Ideal,H,VVS1,61.6,55.0,4.35,4.38,2.69,707
9499,0.32,Very Good,F,VVS2,62.5,55.0,4.39,4.42,2.75,778
1026,0.45,Ideal,D,SI2,62.0,55.0,4.92,4.95,3.06,706
22662,1.1,Ideal,F,VS1,61.5,59.0,6.63,6.58,4.06,8796
6263,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,576
131,1.56,Premium,G,VS2,61.9,58.0,7.44,7.4,4.59,13299
9254,1.19,Good,H,VS1,60.8,61.0,6.86,6.88,4.18,7152
21319,0.36,Premium,F,VS2,61.4,58.0,4.56,4.6,2.81,726
2202,0.7,Very Good,F,SI1,61.6,55.0,5.66,5.7,3.5,2230
3581,1.51,Ideal,F,VS2,62.4,53.0,7.37,7.32,4.58,15688
18942,1.04,Ideal,E,SI1,62.0,57.0,6.47,6.5,4.02,4530
2358,0.9,Ideal,J,VS1,62.1,57.0,6.16,6.18,3.83,3418
4533,0.88,Very Good,I,VS1,63.3,55.0,6.11,6.06,3.85,2996
10926,0.31,Premium,G,SI1,62.4,55.0,4.34,4.31,2.7,593
189,0.42,Ideal,G,VVS2,60.6,56.0,4.86,4.88,2.95,933
17426,2.2,Ideal,I,SI1,61.7,55.0,8.41,8.37,5.18,18059
26044,0.35,Ideal,D,SI2,61.8,57.0,4.57,4.53,2.81,669
17209,0.41,Ideal,F,IF,62.2,54.0,4.76,4.79,2.97,1151
4030,0.56,Ideal,F,SI2,61.9,55.0,5.27,5.31,3.28,1212
12738,1.0,Very Good,E,SI1,63.3,57.0,6.3,6.36,4.01,5051
20239,1.01,Premium,F,SI2,61.0,60.0,6.48,6.44,3.94,4197
22649,1.1,Ideal,G,VS2,61.9,57.0,6.63,6.57,4.09,7540
25986,1.06,Ideal,I,SI1,61.2,56.0,6.64,6.6,4.05,4630
1398,0.54,Ideal,F,VS2,62.8,57.0,5.25,5.2,3.28,1621
880,0.38,Good,F,VS2,62.7,58.0,4.56,4.6,2.87,752
14116,1.11,Premium,H,SI2,61.5,59.0,6.67,6.63,4.09,4662
6039,1.01,Ideal,G,SI2,61.7,56.0,6.47,6.43,3.98,4260
12419,0.27,Very Good,E,VVS2,62.0,60.0,4.15,4.17,2.58,552
3760,0.41,Ideal,G,IF,61.7,56.0,4.78,4.81,2.96,1259
20840,1.51,Very Good,I,SI2,60.6,60.2,7.32,7.37,4.45,7441
13942,0.42,Premium,H,VVS2,62.4,57.0,4.83,4.78,3.0,984
8630,1.2,Ideal,G,VVS2,62.3,54.0,6.82,6.86,4.26,10812
10831,1.16,Premium,E,VS1,58.7,58.0,6.89,6.87,4.04,8346
18701,0.31,Ideal,D,SI1,61.1,56.0,4.38,4.36,2.67,732
13080,0.72,Good,H,SI2,65.8,59.0,5.51,5.58,3.65,1945
19208,0.33,Premium,I,VVS1,61.9,60.0,4.44,4.41,2.74,780
16965,0.34,Ideal,H,VS2,61.4,57.0,4.55,4.48,2.77,689
